LotArea,GrLivArea,Street,Alley,LotType,BldgType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,Foundation,TotalBsmtSF,CentralAir,FullBath,HalfBath,GarageType,GarageCars,GarageArea,YearSold,SaleType,SaleCondition,SalePrice
9920,2013,Pave,NA,CulDSac,1Fam,2Story,7,5,1996,PConc,1117,Y,2,1,Attchd,2,455,2007,WD,Normal,269790
9337,1786,Pave,NA,Inside,1Fam,2Story,6,5,1997,PConc,824,Y,2,1,Attchd,2,684,2007,WD,Normal,204750
11340,2290,Pave,NA,Inside,2fmCon,2Story,4,6,1885,PConc,777,Y,2,0,Detchd,2,560,2010,WD,Normal,122500
12085,1734,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1734,Y,2,0,Attchd,3,928,2007,New,Partial,318000
7052,1364,Pave,NA,Inside,TwnhsE,1Story,7,5,2005,PConc,1364,Y,2,0,Attchd,2,484,2006,WD,Normal,185850
9587,1166,Pave,NA,Inside,1Fam,SLvl,7,5,2005,PConc,856,Y,2,0,Attchd,2,400,2008,WD,Normal,190000
8814,1604,Pave,NA,Inside,1Fam,1Story,7,5,2006,PConc,1604,Y,2,1,Attchd,2,660,2009,WD,Abnorml,220000
7599,845,Pave,NA,Corner,1Fam,1Story,4,6,1982,Do Not use this Field in the Model,845,Y,1,0,Detchd,2,360,2007,WD,Normal,129500
9965,2828,Pave,NA,Inside,1Fam,2Story,8,5,2006,PConc,1466,Y,3,0,BuiltIn,3,1052,2007,New,Partial,424870
17871,1724,Pave,NA,CulDSac,1Fam,SLvl,6,5,1967,CBlock,1680,Y,1,1,Attchd,2,480,2009,WD,Normal,197900
7000,1347,Pave,NA,Inside,2fmCon,2Story,5,7,1910,CBlock,1117,Y,1,0,NA,0,0,2008,WD,Normal,107500
11103,1456,Pave,NA,Corner,1Fam,2Story,7,5,2006,PConc,728,Y,2,1,Attchd,2,440,2007,New,Partial,155835
8405,1367,Pave,Grvl,Inside,1Fam,1.5Fin,5,8,1900,BrkTil,861,Y,1,0,Detchd,1,384,2008,WD,Normal,119000
8125,1679,Pave,NA,Inside,1Fam,1Story,6,5,1994,PConc,1408,Y,2,0,Attchd,2,575,2008,WD,Normal,193500
215245,2036,Pave,NA,Inside,1Fam,1Story,7,5,1965,CBlock,2136,Y,2,0,Attchd,2,513,2009,WD,Normal,375000
7558,1913,Pave,NA,Inside,1Fam,1.5Fin,6,6,1928,BrkTil,896,Y,1,1,Detchd,2,342,2009,WD,Normal,177000
13286,1698,Pave,NA,Inside,1Fam,1Story,9,5,2007,PConc,1698,Y,2,0,Attchd,3,768,2009,WD,Normal,320000
16905,1328,Pave,NA,Inside,1Fam,1Story,5,6,1959,CBlock,1350,Y,1,1,Attchd,1,308,2007,WD,Normal,170000
21384,1576,Pave,NA,Inside,1Fam,2Story,5,6,1923,CBlock,1324,Y,1,1,Attchd,2,528,2009,WD,Normal,223500
14200,2157,Pave,NA,Corner,1Fam,2Story,7,6,1966,Do Not use this Field in the Model,924,Y,2,1,Attchd,2,487,2006,WD,Normal,226000
10200,672,Pave,NA,Inside,1Fam,1Story,5,8,1940,PConc,672,Y,1,0,Detchd,1,240,2008,WD,Normal,108000
11475,1776,Pave,NA,Corner,Duplex,1Story,5,5,1958,CBlock,1584,Y,2,0,Detchd,3,888,2009,COD,Abnorml,110000
15138,2794,Pave,NA,Inside,1Fam,2Story,8,5,1995,PConc,1462,Y,2,1,Attchd,3,810,2009,WD,Normal,403000
7128,1646,Pave,NA,Inside,1Fam,2.5Unf,7,5,1941,CBlock,918,Y,2,0,Detchd,1,240,2007,WD,Normal,164000
12822,2149,Pave,NA,CulDSac,1Fam,1.5Fin,7,5,2003,PConc,1434,Y,1,1,Attchd,2,670,2009,WD,Abnorml,239686
9245,1797,Pave,NA,Inside,1Fam,2Story,7,5,2006,PConc,939,Y,2,1,Attchd,2,639,2007,WD,Normal,213500
8740,860,Pave,NA,Inside,1Fam,SFoyer,5,6,1982,CBlock,840,Y,1,0,Detchd,2,528,2009,WD,Normal,137000
10624,1728,Pave,NA,Inside,Duplex,1Story,5,4,1964,CBlock,1728,Y,2,0,Detchd,1,352,2007,WD,Normal,119000
26142,1188,Pave,NA,CulDSac,1Fam,1Story,5,7,1962,CBlock,1188,Y,1,0,Attchd,1,312,2010,WD,Normal,157900
12180,924,Pave,NA,Inside,2fmCon,1.5Fin,4,4,1941,BrkTil,672,N,1,0,Detchd,1,280,2010,WD,Normal,80000
8800,1054,Pave,NA,Inside,1Fam,SFoyer,6,7,1963,PConc,936,Y,1,0,Attchd,2,480,2010,WD,Abnorml,137500
16381,1844,Pave,NA,Inside,1Fam,1Story,6,5,1969,CBlock,1844,Y,2,0,Attchd,2,540,2006,WD,Normal,223000
5330,708,Pave,NA,Inside,1Fam,1Story,4,7,1940,CBlock,420,Y,1,0,NA,0,0,2009,WD,Normal,82500
12342,861,Pave,NA,Inside,1Fam,1Story,4,5,1940,CBlock,861,Y,1,0,Detchd,2,539,2009,WD,Normal,82500
4571,1344,Pave,Grvl,Inside,1Fam,2Story,5,5,1916,BrkTil,624,N,1,0,Detchd,3,513,2008,COD,Abnorml,98000
9600,1661,Pave,NA,Inside,1Fam,SLvl,6,6,1955,CBlock,992,Y,1,0,BuiltIn,1,377,2008,WD,Normal,165500
9416,1726,Pave,NA,Inside,1Fam,1Story,7,5,2007,Do Not use this Field in the Model,1726,Y,2,0,Attchd,3,786,2007,New,Partial,311872
11029,1414,Pave,NA,Corner,1Fam,1Story,6,8,1958,CBlock,1184,Y,1,0,Attchd,2,601,2008,WD,Normal,176500
9125,1482,Pave,NA,Inside,1Fam,SLvl,7,5,1992,PConc,384,Y,2,1,Attchd,2,392,2007,WD,Normal,163900
11700,1743,Pave,NA,Inside,1Fam,2Story,6,6,1968,CBlock,702,Y,1,2,Attchd,2,539,2007,WD,Normal,175000
11394,1856,Pave,NA,Corner,1Fam,1Story,9,2,2010,PConc,1856,Y,1,1,Attchd,3,834,2010,New,Partial,394432
8199,1456,Pave,NA,Inside,1Fam,2Story,7,5,2005,PConc,728,Y,2,1,Attchd,2,410,2008,WD,Normal,189000
8773,1600,Pave,NA,Inside,1Fam,2Story,6,5,1997,PConc,916,Y,2,1,Attchd,2,460,2007,WD,Normal,169000
14601,1838,Pave,NA,Inside,1Fam,1Story,9,5,2006,PConc,1838,Y,2,0,Attchd,3,765,2009,WD,Normal,315000
6627,720,Pave,NA,Corner,1Fam,1Story,3,6,1949,CBlock,0,N,1,0,Detchd,1,287,2008,WD,Normal,72500
12000,1564,Pave,NA,Inside,1Fam,2Story,7,7,1941,CBlock,704,Y,1,1,Attchd,1,234,2009,WD,Normal,174500
12474,2332,Pave,NA,Inside,1Fam,2Story,10,5,2007,PConc,1682,Y,2,1,BuiltIn,3,846,2008,New,Partial,426000
10011,1236,Pave,NA,Inside,1Fam,1Story,5,6,1957,CBlock,1070,Y,1,0,Attchd,1,447,2006,WD,Normal,134450
17400,1126,Pave,NA,Inside,1Fam,1Story,5,5,1977,CBlock,1126,Y,2,0,Attchd,2,484,2006,WD,Normal,160000
13132,1784,Pave,NA,Inside,1Fam,2Story,5,5,1914,BrkTil,747,Y,1,1,Detchd,1,180,2006,WD,Normal,138887
2268,1626,Pave,NA,Inside,Twnhs,2Story,7,5,2003,PConc,764,Y,2,0,BuiltIn,2,474,2009,WD,Normal,173000
14559,1363,Pave,NA,Inside,1Fam,1Story,5,7,1951,CBlock,1008,Y,1,0,CarPort,1,288,2009,WD,Normal,164900
10084,1552,Pave,NA,Inside,1Fam,1Story,7,5,2005,PConc,1552,Y,2,0,Attchd,3,782,2006,New,Partial,212900
2572,1416,Pave,NA,FR2,Twnhs,2Story,7,5,1999,PConc,696,Y,2,1,Detchd,2,484,2010,WD,Normal,155000
7000,1134,Pave,NA,Inside,1Fam,1Story,5,7,1960,CBlock,1010,Y,1,0,Attchd,1,254,2007,WD,Family,135000
8125,1481,Pave,NA,Inside,1Fam,2Story,6,5,1994,PConc,702,Y,2,1,Attchd,2,343,2009,WD,Normal,174000
11198,2504,Pave,NA,Inside,1Fam,2Story,9,5,2005,PConc,1122,Y,2,1,BuiltIn,3,656,2008,WD,Normal,325000
8320,1582,Pave,NA,Inside,1Fam,2Story,7,5,2004,PConc,770,Y,2,1,Attchd,2,520,2008,WD,Normal,185900
3604,1392,Pave,Pave,Corner,TwnhsE,2Story,7,5,2007,PConc,689,Y,2,0,Detchd,2,540,2008,WD,Abnorml,146000
11900,1392,Pave,NA,Corner,1Fam,1Story,6,5,1957,CBlock,1392,Y,1,1,Attchd,2,458,2008,WD,Normal,166000
19138,864,Pave,NA,Corner,1Fam,1Story,4,5,1951,Do Not use this Field in the Model,864,Y,1,0,Detchd,2,400,2010,WD,Normal,141000
4270,774,Pave,NA,Inside,1Fam,1Story,3,6,1931,BrkTil,544,Y,1,0,NA,0,0,2007,WD,Normal,79000
11500,2057,Pave,NA,Inside,1Fam,1.5Fin,7,7,1936,CBlock,1017,Y,1,1,Attchd,1,180,2006,WD,Normal,250000
12803,1494,Pave,NA,Inside,1Fam,1Story,7,5,2002,PConc,1494,Y,2,0,Attchd,2,530,2008,WD,Normal,221000
9000,1566,Pave,NA,Inside,1Fam,1Story,8,5,2008,PConc,1566,Y,2,0,Attchd,2,750,2010,WD,Normal,262500
10944,2127,Pave,NA,Inside,1Fam,2Story,7,5,1994,PConc,1223,Y,2,1,Attchd,2,525,2008,WD,Normal,271000
10852,1671,Pave,NA,Inside,1Fam,2Story,6,5,2000,PConc,959,Y,2,1,Attchd,2,472,2006,WD,Normal,173000
5900,869,Pave,NA,Inside,1Fam,1Story,4,7,1923,PConc,440,Y,1,0,NA,0,0,2006,WD,Normal,85500
5100,1666,Pave,Grvl,Inside,1Fam,2Story,8,7,1925,Do Not use this Field in the Model,588,Y,1,0,Detchd,1,228,2008,WD,Normal,161000
12665,1416,Pave,Grvl,Inside,1Fam,1.5Fin,5,8,1915,BrkTil,876,Y,1,1,Detchd,3,720,2008,WD,Normal,153900
16285,1430,Pave,NA,Inside,1Fam,1Story,7,5,2001,PConc,1413,Y,2,0,Attchd,2,605,2009,WD,Normal,187100
5389,1616,Pave,NA,Inside,TwnhsE,1Story,8,5,1995,PConc,1595,Y,2,0,Attchd,2,608,2010,WD,Normal,236500
12704,2042,Pave,NA,Inside,1Fam,1Story,8,5,2008,PConc,2042,Y,2,1,Attchd,3,1390,2009,New,Partial,253293
5500,882,Pave,NA,Inside,1Fam,1.5Unf,4,6,1956,CBlock,882,Y,1,0,NA,0,0,2007,WD,Normal,103200
4251,1250,Pave,Pave,Inside,TwnhsE,2Story,7,5,2006,PConc,625,Y,2,1,Detchd,2,528,2007,New,Partial,164700
9066,1852,Pave,NA,Inside,1Fam,2Story,8,5,1999,PConc,1004,Y,2,1,Attchd,3,660,2008,WD,Normal,230000
6000,960,Pave,NA,Inside,1Fam,1Story,4,4,1920,PConc,960,Y,1,0,Detchd,1,308,2007,WD,Normal,108500
12150,1795,Pave,Grvl,Inside,1Fam,1.5Fin,5,5,1954,BrkTil,1050,N,2,0,Attchd,1,352,2008,WD,Normal,131500
10200,1086,Pave,NA,Inside,1Fam,1Story,5,7,1954,Do Not use this Field in the Model,1086,Y,1,0,Attchd,2,490,2010,WD,Normal,144900
8400,841,Pave,NA,Inside,1Fam,1Story,4,4,1950,CBlock,721,Y,1,0,CarPort,1,294,2009,WD,Normal,82000
12400,1215,Pave,NA,Inside,1Fam,1Story,6,7,1958,CBlock,1215,Y,1,0,Attchd,1,297,2009,WD,Normal,155000
